incident_unique_id,eyear,state,incidentnum,incidentname,emonth,eday,edoy,syear,smonth,sday,sdoy,area_km2,costs,fatalities,home.destroyed,home.threat,max.pers,max.aerial,tot.pers,tot.aerial,max.agency.support,cause,confidence,geometry
AL-ALS-2003-03|2003|1,2003,AL,AL-ALS-2003-03,May/June/July,10,2,275,2003,10,2,275,0,0,0,1,0,0,0,0,0,0,Unk,L,"c(0, 0)"
AR-BUP-000601|2006|1,2006,AR,AR-BUP-000601,AR Park Group Severity,1,19,19,2005,11,10,314,10.72822586,316e3,0,0,0,46,0,213,0,3,Unk,L,"c(0, 0)"
AZ-CNF-000430|2013|1,2013,,AZ-CNF-000430,W2,7,30,190,2013,6,28,179,3.035145,13e4,0,0,0,133,0,390,0,3,Unk,H,"c(-110.716944, 31.333333)"
BTU 13309|2002|1,2002,CA,BTU 13309,RIDGE,11,7,311,2002,11,6,310,0.0404686,0,0,1,10,109,0,109,0,4,Unk,,"c(0, 0)"
CA-BDC-14267|2002|1,2002,CA,CA-BDC-14267,HELENDALE,5,11,131,2002,5,9,129,0.1618744,0,0,0,0,101,0,101,0,4,Unk,,"c(0, 0)"
CA-BDC-21652|2001|1,2001,CA,CA-BDC-21652,Cypress,7,18,199,2001,7,18,199,0.20234300000000002,0,0,0,0,100,0,100,0,3,Unk,,"c(0, 0)"
CA-BDC-3906|2003|1,2003,CA,CA-BDC-3906,Jordan,2,7,38,2003,2,4,35,0.0202343,0,0,0,0,34,9,49,18,3,Unk,,"c(0, 0)"
CA-BDC-48105|2006|1,2006,CA,CA-BDC-48105,Citrus,12,30,364,2006,12,4,338,2.1246015,0,0,0,500,160,0,320,0,4,Unk,,"c(0, 0)"
CA-BDU-006942|2006|1,2006,CA,CA-BDU-006942,MESA,7,5,186,2006,7,4,185,0.20234300000000002,0,0,0,0,0,3,0,4,0,Unk,,"c(0, 0)"
CA-BDU-010450|2005|1,2005,CA,CA-BDU-010450,HATCHERY,9,30,273,2005,9,28,271,1.011715,117e3,0,0,0,214,0,284,0,3,Unk,,"c(0, 0)"
CA-BDU-4544|2003|1,2003,CA,CA-BDU-4544,COTTONWOOD,5,20,140,2003,5,18,138,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
CA-BTU-007587|2008|1,2008,CA,CA-BTU-007587,BTU Lightning Support,6,23,175,2008,6,21,173,4.856232,0,0,0,200,168,2,352,4,4,Lightning,M,"c(0, 0)"
ca-cdf-009|2001|1,2001,CA,ca-cdf-009,,7,18,199,2001,7,18,199,0,0,0,0,0,0,0,0,0,0,Lightning,NF,"c(0, 0)"
CA-CZU-6430|2001|1,2001,CA,CA-CZU-6430,Portola,10,19,292,2001,10,14,287,0.21853044000000002,2e4,0,0,0,150,0,276,0,1,Unk,,"c(0, 0)"
